review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R27I6L0R2WPG50,5,30,31,N,Y
RV716YK8H6Y9A,4,48,56,N,N
R35ACZDN3D2NZO,5,52,56,N,N
RZBOM47K97CHL,1,73,84,N,N
R3SJS0M8US7TKB,1,49,49,N,Y
RQP7T1RKV26BQ,5,19,20,N,Y
R1LVDPVKYMAFE6,5,20,22,N,N
R116NIIYCHKWNI,1,37,48,N,Y
R2F8KWNDX2FICB,5,19,20,N,Y
R4NGX17TJB3OY,5,40,44,N,Y
R1US2OGDOVW4MD,1,16,26,N,N
R2AIODMNQD0HC7,5,20,22,N,N
R18OQ3W8UDZJX1,4,17,27,N,N
R3OY62MEH4Y9XM,5,20,20,N,Y
R2F6NMTVIS0CLM,1,34,39,N,Y
R2NU2WYYIRSTDS,5,90,92,N,N
R2X5P1NB5YDGDM,5,22,24,N,Y
R11RVT04OOROSZ,5,102,109,N,Y
R1OFF2XR5O3FIL,1,14,20,N,N
RZL7YV3TL2OR3,1,33,37,N,Y
R3664AA6C9XRPZ,5,20,21,N,Y
R27N2XCLNAETBG,1,34,36,N,Y
R182QMSLSG5W2W,5,23,28,N,N
RIRDCI5JUPZFX,4,67,72,N,N
R2AKCHIQG1B11E,3,51,54,N,N
R2LMMSU8IZDLKV,5,33,36,N,Y
R1IEILD9FMNU3Z,5,21,21,N,Y
RV0GXE1FYIH1D,5,17,20,N,Y
R1DRVI3IMCWD6J,5,26,26,N,Y
R1JZ082FZR3SNU,1,16,20,N,Y
RA6X7992H99P9,5,18,20,N,Y
R3MB6IK5XN263B,1,19,22,N,Y
R2RUG4VSMSG53L,5,78,84,N,Y
RX7QUDACJNXII,5,20,20,N,Y
R1PHHOOQ0TL7OQ,3,54,57,N,Y
R3U89VIIUJDHQR,2,21,21,N,Y
RF6M9Z9HE1AFK,5,123,124,N,N
R3F8FHW2NJ04X6,5,57,58,N,Y
R2IFTEWVIR2CQQ,4,41,49,N,Y
R2KZDVWO6S4SD0,1,72,87,N,N
R3RMFHC0JAP6LD,5,19,20,N,Y
R9BDVDXF0NV2Q,5,106,112,N,Y
R3S0NEH3XHFECG,4,65,65,N,Y
R1CXJ7C9HWUV8V,5,23,24,N,Y
R2B9NE9ELK9PF7,2,21,22,N,Y
RVSSNRX70LOTN,3,30,31,N,Y
R1TEICURDJJ0GT,5,19,20,N,Y
R3C0VM93W1Y0JV,4,20,21,N,N
R33FSB8LJ2F9I1,5,24,26,N,Y
RM5GZ426HN9DH,5,23,25,N,Y
R1OGY8O665IOSK,2,163,176,N,N
R3217KS0S7NVM1,4,17,20,N,N
R1S2WZT7HP8BPM,5,75,83,N,N
R2IIY0AEAT5FLQ,5,26,31,N,Y
R3UKB5S8NY8VRJ,3,24,24,N,N
R26OUCGYI19UXD,5,27,30,N,N
RDHPXXBBCWJLD,5,23,23,N,Y
R3TQYNVAKUB618,3,34,35,N,N
RKB9XOF8DM68H,4,39,45,N,Y
R1RCGWT37Y6VNY,5,30,36,N,Y
RB38YRL6Z5TVV,5,20,21,N,N
RGNWUEW2RKPQ2,5,32,37,N,N
R337N9A4B4NYIW,5,21,25,N,Y
R2Y9DE7X9AFOIE,3,21,22,N,Y
R2956OOAQB80T5,5,55,63,N,N
RKNGR7G9O482D,4,24,24,N,Y
R2WQVAZ3LOWXYR,5,61,66,N,N
R3JFV8NA3FOJEJ,2,20,29,N,Y
R2A2A6USTFV1SZ,5,99,117,N,Y
REDRD9YSU2XES,5,35,42,N,N
RL9WDK7A20R8I,5,28,30,N,N
R2HEX54IKH0G3M,1,19,23,N,Y
R2ZKB5SL5OT2EY,4,31,44,N,N
R2B4UF780MBP0A,5,40,44,N,N
R3PDX09432Y1BD,5,118,127,N,N
R1O51IIWD6QSGS,4,33,35,N,N
R3F804AJDQ3X6V,5,43,45,N,Y
R1IRZKEA7JK6ZA,1,12,22,N,Y
R1NKB7DGG9MUH4,3,142,164,N,Y
RN1KHG4C8UBWM,2,43,47,N,Y
R1A60I6J9IIXHP,5,20,20,N,Y
R2ODFJDQ7PFEPY,2,31,38,N,N
R1EO2IR490U1S3,5,36,37,N,Y
R2AYGW64ACH46B,2,30,33,N,Y
R17ENCI247FYQJ,2,62,70,N,Y
R7P5Z0X2DXQYH,1,33,41,N,Y
R2LTD5MLL77JAB,1,47,59,N,Y
R27KZ5S3YFHMB5,3,20,21,N,N
R2I2E1W22H71O2,5,20,20,N,Y
R284AHMQT7YKU,5,49,59,N,Y
R3RH57VG7P4E1J,5,47,48,N,Y
R2RGZ47YDH7CBV,4,19,21,N,Y
ROFMESPCW8OGA,4,31,36,N,Y
R1HXG4UMO9MA33,5,30,31,N,Y
RZ1T6GS413S30,5,32,33,N,Y
R36QZJJGC0AF9H,2,38,42,N,Y
R2OGVBCBFILXSR,5,20,20,N,Y
RKYU6Q7898Z55,2,25,25,N,Y
ROOSSC6P8H2FO,5,43,46,N,N
RMUIS1FQVMI1S,5,35,42,N,Y
R3UBJFZ3EY2MQ3,4,45,49,N,N
R250X2B0MNHC7V,5,21,26,N,N
R26K5BKNI6AA0Z,5,26,29,N,Y
R1OVYR81PA7C2Q,2,21,21,N,Y
R1YVQE8G6WVSZC,5,21,22,N,Y
R19HBUAWL0GVWY,5,31,36,N,Y
R2IP6N6T0WB8QQ,5,23,25,N,N
R1CJ65FX6C4VF8,4,45,49,N,Y
R25ZOIL6S5XNTM,5,19,25,N,N
R18N2JEGK9L3VR,5,24,36,N,Y
R1X5XJ2E7VSL2F,5,22,22,N,Y
R3NOBDDBQGUT1K,2,20,23,N,Y
R2RXK8ES0LI742,5,22,22,N,Y
R82FRDDRANWWQ,1,14,24,N,Y
R2DAKJCP1UH4AO,4,145,145,N,Y
R1FOM9IF6P9LGJ,5,29,30,N,Y
R3D664IDYNL5Q8,4,28,30,N,Y
R1KSAXPGVAQBAF,3,21,21,N,Y
R2BRT32RCQ78CV,3,15,20,N,Y
R3HGYYSTY1H580,5,38,39,N,Y
R21IH9K5RTEU82,5,23,26,N,Y
RPF8HII6U1SQW,1,21,21,N,Y
R2LWCSW2ZQ1V8G,4,48,52,N,N
R316BKLUF9MTE3,4,31,34,N,Y
R2AEHTPQO42WXE,4,21,25,N,N
ROSW6U5WOW7SF,5,21,23,N,Y
R3AEYAVJISGPBQ,5,48,52,N,N
R1JBABWQC1GLGJ,3,24,27,N,Y
R24XXZ6URF4PQV,1,96,100,N,N
R2IC2EDCI0X3UI,4,20,20,N,N
R2F07007CB6SU5,1,30,36,N,Y
R13FENZYR8MXUX,5,21,23,N,Y
R1KKJX8C3JDBH8,5,20,22,N,Y
R3H1KXBDZOOTS9,5,22,22,N,Y
R27AHN8UFHU6QA,5,24,29,N,Y
RS1GHC0LZRTWN,5,33,34,N,Y
R21ZJMP741899W,5,28,34,N,Y
R3HVVBRNRC0HKH,5,38,46,N,Y
R31HF61HC69V4L,3,21,21,N,Y
R3TIRTJV1SK7MR,5,39,42,N,N
R3RVFVMA9KQA0X,5,28,30,N,N
R3P7NW3ZLXQWM3,5,18,21,N,Y
R2BWA1B6JRTP59,3,36,37,N,Y
R68C370QQBT59,5,31,31,N,N
RYIALANDGC1JL,5,31,35,N,N
R8XKF8OISPF3T,3,24,29,N,N
R3CNE30AZJCYCK,1,16,25,N,N
R3PQ3SWP9HXWE5,5,399,416,N,Y
R3L858020PI38S,5,20,20,N,Y
R14R8X1G9LLDIC,1,48,61,N,N
R3CJLJMNS5POS6,5,261,267,N,Y
R81PNWB8VO9TN,3,23,30,N,Y
RU421RXQ6SD6X,4,61,67,N,Y
R2KC1FAFQQPCFI,1,17,24,N,Y
R1FNZP1HJ9CVIT,2,17,24,N,Y
R23B8L3JG68WKE,5,19,21,N,Y
R1FWWK5QN9BY7D,3,35,37,N,Y
RGYWEU8C2W07H,5,19,22,N,Y
R2EH1328KF7GYG,1,47,48,N,Y
R210CQSC88GU9O,4,129,144,N,Y
R87ES3GWW5G4T,5,56,59,N,Y
R3TVD9Q4Y6QVU8,5,21,22,N,Y
RTVR0PULI4NIN,3,17,20,N,Y
RQHCEFCV0E6M7,5,108,120,N,Y
R319REXR5OIQYR,5,20,20,N,N
R1P5R1KUVWYDCB,1,59,64,N,Y
R2WS9TSQJ4ECU5,1,24,35,N,Y
RN9GU9Q0MC3BQ,5,39,40,N,N
R22DK7IV491FPV,5,25,30,N,N
R3RIR6KBW5TIE4,1,56,58,N,Y
R1YRBQAX736DAA,2,20,22,N,Y
R2HP672D4QBOED,5,26,29,N,Y
R1RD8Q45EXICC3,5,24,25,N,Y
R2K0SE9YU1HNO9,5,20,22,N,Y
RP9VC0WGCA0XO,5,60,62,N,Y
R2XNS7Z8JWTDPK,5,71,76,N,N
R12CEKZ9C00XXD,1,64,74,N,Y
R3TZCH2AT0BYAD,1,53,57,N,Y
R1CJFJVQPFGIEK,5,24,25,N,Y
RVSUNVHZFGWSU,4,25,27,N,N
R2V03ZYYKLFQFQ,2,36,43,N,N
R23E2JOFSX1P17,2,28,31,N,Y
RYTZJ6UB5QJMY,4,57,60,N,Y
RZLW47TMPGH24,4,21,22,N,N
R2KBW03MYIYZ3S,5,18,20,N,Y
RH7Y6G76RF8XR,3,19,20,N,Y
RE12ZTEZBDIDZ,4,19,20,N,N
RJND30ZZ3GZ2P,5,20,25,N,Y
R3AR1AFEOCI37M,4,26,31,N,N
RCTNG2JQYAV2D,5,23,24,N,Y
R5IUSO369HUNI,2,79,88,N,N
R1W8O49AR4Z7BS,5,32,34,N,Y
R3E3AGIH4KLURO,5,65,67,N,N
R15OGNK0WLGO51,1,22,22,N,N
R35GA50NF483LR,5,22,24,N,Y
R3LERVKB5MQPI4,3,74,75,N,N
R3SCWCXWMH231G,5,40,44,N,N
R24TC4I7LMOGR1,5,51,55,N,Y
R3IJMKNTBCDSFN,4,69,73,N,Y
R3EI0FDA98EPGS,5,20,20,N,N
RGDLTSIBB950D,5,21,21,N,Y
R3AO7E8S2QE271,1,39,44,N,Y
R1U6A9NCBQL45F,1,49,52,N,Y
R1VOE1RXL7YZY2,5,86,87,N,Y
R39LSRHGQCCOZD,5,20,22,N,Y
R1NET57EOO0FTU,3,44,49,N,N
R2O04V4OWY2G2C,5,170,173,N,Y
R95IIAZUN38YD,1,22,31,N,Y
R1OR6UMG90D8KY,5,18,22,N,N
R1J4L6SU5UAJWW,1,72,77,N,Y
R6LFOZBNUJMPI,1,70,72,N,Y
RZT6NLOS2M5VK,2,26,27,N,Y
RM1O5DP0AAWKY,5,172,188,N,Y
R3FTE2ERH0TV4J,4,42,43,N,Y
R2OU95OTQ8KIAG,2,47,64,N,Y
RL4XVZQJHP4XV,5,27,51,N,Y
R11AUS9BJQIKN7,5,19,21,N,N
R1WCDTLST10LRK,5,32,34,N,Y
RBMYU2X1925FQ,2,34,35,N,Y
R2FLXC821XNBM8,2,44,47,N,Y
R1KWBXV79CGBNZ,1,75,81,N,Y
R2WMPY1AUT9TOG,1,52,54,N,N
R30DTRNHCVLBOE,5,20,21,N,Y
R3JM3OGDN9WIUU,3,52,54,N,Y
R2I9RLDLD55XOK,5,76,84,N,Y
R29F8JX9AKA0XS,5,48,49,N,Y
R1NIICHD42V2BB,5,32,33,N,Y
R2Y1X1U2XI8YLG,1,41,46,N,N
RUP51YXICWTGN,5,22,26,N,N
R1OA453QAM97GJ,4,22,24,N,N
R1PT9NLZXYG4DH,2,21,22,N,Y
R6BFI3MK5IP5L,5,34,37,N,Y
RCPF1UE9IXBLI,1,36,38,N,N
R2FQ65B3QAP4CD,1,83,132,N,N
R10XP9TIN08BNI,3,23,25,N,Y
R35BTJ0WZJ5UZK,4,31,31,N,Y
R5X29LSD7CCHX,5,68,71,N,Y
R5VLYNDOTTY01,5,25,28,N,N
R36TI0B7UTJIDE,5,62,70,N,Y
R2WMQKV21DSCAY,5,23,23,N,Y
R3ST1KB5VH1EXR,5,26,28,N,N
R2W07RGZ0O8WDK,5,47,50,N,N
R2FAG8KI4UW113,5,21,22,N,Y
R1ZUYKERF9FGH9,1,26,28,N,Y
R8E17WRENHZSR,4,191,194,N,N
R27LEW3XBQI7T2,5,19,20,N,Y
R1ETY25VY53RC3,3,53,54,N,N
R3F9FKSPNRLNT5,5,16,20,N,Y
R3P7FTUTYRQPGE,1,50,55,N,Y
R10TDJ2UKL7F0,5,424,454,N,N
R22A49WI632FTJ,5,45,52,N,N
R3CJR6LJFPYMBL,5,40,45,N,N
RIVFE9VO7QBNB,5,23,24,N,Y
R1DWE03292K83F,1,67,76,N,Y
R2SGC64LFU38KA,5,39,45,N,Y
R2M3T9GYR8IKO1,5,44,44,N,Y
R1XXEG4O0MFTS8,2,24,31,N,Y
R3LQ1MDHP4JLGG,3,72,80,N,Y
R28UMQOFSWLR1U,5,19,20,N,Y
R1Q0HPIXR02MI7,5,19,20,N,N
RDA7F8A8BVR8G,5,42,51,N,Y
R3BVL2TRM04O28,5,21,24,N,Y
R3RA4VMVQZ7WYR,5,107,116,N,Y
R399YB9BU05TON,1,22,23,N,Y
R2LRK65A4MZEOK,1,19,27,N,Y
RJ1WMT7S8IPSL,1,22,22,N,Y
R27UPW7VK7U15P,2,20,25,N,Y
R2AB7Z4C6JEUMZ,1,22,22,N,Y
RNOAFICO1YIRB,5,30,30,N,Y
R315U3HW2WR8WS,3,27,30,N,Y
RQJ6GV1X9NY3O,5,23,24,N,Y
R27B0EO11RLJGP,1,20,24,N,Y
RTZX5634JF508,5,21,28,N,N
R3JIAUIAID9PXO,5,51,51,N,Y
RE2FFLKZJF8AF,5,31,31,N,Y
R3GR5QHIWRZSDD,4,23,23,N,Y
R2DL9SUXDODP92,5,31,32,N,Y
R64XYIYNMS1YT,5,132,157,N,N
R1FQP3WQ3ATI7U,1,40,45,N,N
R2HPQKBR0G1HDA,5,20,23,N,Y
RLAH50UL2TFDK,5,27,29,N,Y
R27UKD7AWSTLCW,5,20,23,N,Y
R2EWD4G6ERJKKM,3,55,60,N,Y
R2ZWZW9YJS3ODJ,2,44,49,N,N
RNAGNN7FZ0WTE,5,113,115,N,Y
RRSPVEFZMUH8A,5,20,21,N,Y
R17WI1VQYCLJVX,5,24,24,N,Y
R7WBGBAET04TY,4,29,29,N,Y
R1B93R5MEJJNDX,4,29,31,N,N
R2S2MUXC3Q2DLN,5,29,29,N,Y
R31960JU0SGV9H,5,30,31,N,Y
R39T8S8MHO2J32,5,21,24,N,N
R3275DSRAYAD2T,3,49,55,N,Y
R2T5QXDLQSYWPG,2,26,26,N,Y
R2G58HJKVGLUM4,4,30,32,N,Y
R3P06S662SWOVX,1,27,27,N,Y
R1FHMWQZPWP8GK,4,91,94,N,Y
R2ETM3L44IY5TY,5,32,36,N,Y
R1I9CTIPXNL4RY,4,43,43,N,N
RS9CUNGSXMO9C,5,43,45,N,N
R2M111TVW0OGE4,5,26,30,N,Y
R1FKPTO4GTIK2W,4,27,29,N,N
R1DWV4PX3WOJLF,5,21,24,N,Y
R2VGFUQPWXEYFK,3,22,22,N,Y
R332XQCIU8WFZ5,4,133,137,N,Y
R1GB30AGA60R1H,1,88,95,N,Y
R2WZZ3K2UZAQAA,5,45,46,N,Y
R18LR5YRO2KJHG,4,33,35,N,Y
R3BXI2PVALTF0U,5,34,34,N,Y
RDRBC19VPGTQL,4,17,20,N,N
R2XZMKOSP6B15Z,1,25,29,N,Y
R19GF95Q4KGRU8,1,20,22,N,N
R1IEIDGBA6SCRU,4,24,27,N,N
ROYQE44LSJ6KQ,5,27,31,N,N
RPNYBR3O45I3N,1,19,22,N,Y
R1JHM73NGN8TY3,5,22,28,N,Y
RF74MUHLHML06,5,17,20,N,Y
R20KI1J3I6TKVU,4,20,24,N,Y
R2MU10INXC8L3C,4,20,23,N,N
REIKVLWL3ZBB9,4,50,58,N,Y
R1QAQ4HF4XR6WP,5,39,39,N,Y
R2MVPH8T5AWIPT,5,21,22,N,N
R2VF1MP8WXY8MH,5,40,42,N,Y
R79LJAD1NWQUY,1,25,26,N,Y
RJD80MC6RSJR2,5,24,29,N,N
R843HJNOKDNRL,4,35,35,N,Y
R3IFR8LXGYET3W,4,28,28,N,Y
RKSUINT35K0KU,5,42,42,N,Y
R150OSA8O6S5BL,4,30,33,N,N
RAU4POA8J6W0Y,4,23,23,N,N
R3HBOQ9ZNEY69C,1,23,25,N,Y
R2IOZ64AUYJ5EF,2,166,171,N,Y
RMJ03HMIHPB2Z,1,38,38,N,Y
R1TS6CAD8VZ54O,4,30,32,N,Y
RHE791DMSNSKL,5,24,27,N,Y
R3ONSCNLYKIK83,5,147,179,N,Y
RXR6MJU18WWYR,1,18,22,N,N
R3HLM5HJ60B1BU,5,30,33,N,Y
R3ELBEXTWOA53Z,2,33,47,N,Y
R18U2JDU2VPDYR,5,27,32,N,N
R2WRWVRWZULRYB,5,46,47,N,Y
R10M3C6EKAW11S,3,116,117,N,Y
R2FI3E99AHCRKQ,4,19,21,N,N
R581EFT9581JV,1,33,40,N,Y
R2S0L26WS9WSWS,5,512,555,N,Y
R21Z58NAT3Z9J3,1,44,50,N,Y
R2M9DC2ECJLAIZ,5,37,42,N,Y
RWAEN1J8RNI6Z,5,27,29,N,Y
R2N2RT9JUO13PD,5,22,25,N,Y
R16ICB2C4DXDM6,5,20,20,N,Y
RYH9FMVIRER9S,5,70,70,N,Y
R3VPMR8OCBAJJ3,5,22,25,N,Y
R3QNET5PW3CBLY,5,70,73,N,Y
R1A967QGC6QFR3,4,20,23,N,Y
RZQDI1UMT7Q54,1,18,22,N,N
RTLZTZ4A5Z0ZO,1,26,35,N,Y
R393DVEVL57RDM,3,17,21,N,Y
R3HHRHGR05TRCT,3,48,51,N,Y
R676ESEMG6GVS,5,65,66,N,Y
R1DCYRJAXH0OSG,5,27,27,N,Y
R2QDDYKM10WU8F,5,18,21,N,Y
R3LX73J8ARMEHW,4,46,50,N,N
R2RMYHZUPY2LSU,4,21,24,N,Y
RGU70STPIIFYB,5,18,22,N,N
RSEI0E1X31R7W,5,20,21,N,Y
RBZZDH2N5QTUZ,5,18,24,N,Y
R3AYYKIGBRLNN8,4,21,22,N,Y
RNWW446C42GFX,4,35,42,N,Y
RGSIZJJX3LG59,4,28,31,N,Y
R1SBB80GECXHS7,4,28,29,N,Y
RLE8TP244HSV4,4,65,72,N,Y
R75ULXG18A28K,1,35,40,N,Y
ROQQA8QOPM0ZM,1,20,23,N,Y
RVAPCG2ZSGN4Q,3,42,42,N,N
R3UIWYYCCD2QIK,1,11,21,N,N
R2BRPPYLWFI67M,5,73,83,N,N
R2YIVOXSPUWALT,5,23,26,N,Y
R1VXB7WTXR77V1,1,22,22,N,Y
R7RS223ETZXHH,1,25,35,N,N
R3AY1VJFGOD1E0,3,17,23,N,Y
R378AIKLLN7WXK,5,17,28,N,Y
R3MD55SNCZC5B2,1,44,48,N,Y
RFA2DHK1906TO,1,16,21,N,Y
R2BHXIA5ANAP1S,5,34,36,N,Y
R2PGVC47RLOCGM,5,28,30,N,Y
R118OYUFDLQAWU,1,21,22,N,Y
R1BWPCOF4D38HD,1,64,64,N,Y
R23LD39AB8PJ1B,5,21,23,N,Y
R2D59S41BNPM5K,1,59,68,N,N
R2MAZNLRVD3N89,5,29,34,N,Y
R6YJFX4O4JG9U,4,29,30,N,N
R3DTEBKGN8FF7M,1,18,21,N,Y
R28WDLXCL2S5X1,5,43,43,N,Y
R39MEXUBRJ9E9X,1,45,55,N,N
R29YO9DAR6HAJN,5,99,105,N,Y
R210CFMJ6HTM2W,1,21,22,N,Y
R1HS3VZUGLY07S,4,34,41,N,Y
R10IQ1RJNG86IJ,1,37,40,N,Y
R3HZVCP6E62PHJ,2,34,38,N,Y
R38887OZ8NRQ1Z,1,23,24,N,Y
R1QBL9DNXYYWW6,5,20,22,N,Y
R2ZAQSVM6O2GBE,4,17,20,N,Y
R1N6YPPJ6LI0AP,5,60,65,N,Y
R16GOSSYQ72L8K,5,39,40,N,N
R23HT2V3J1C6AC,2,25,25,N,Y
RSCU2N4ERR7KO,5,17,21,N,Y
R2JYNJBOMU8P6T,5,19,21,N,N
R2HAFI3WMOMWZE,4,21,24,N,N
R3W1I9B0B2MWR8,4,34,38,N,Y
R1601I8LZGWB4D,1,23,24,N,Y
R2EJL1M1L7M0A4,5,22,26,N,Y
R20Q92MDT0BSRS,5,20,21,N,N
RMG7FZHUP5U7G,1,27,34,N,Y
R4IUKODWB9J83,4,23,23,N,Y
R206OHJQ52GFDD,1,19,21,N,Y
RM9V3RWU7FZFO,5,544,583,N,Y
R28W81S6Q7SZ51,1,37,49,N,Y
R281N26OKDUVSZ,5,26,28,N,Y
R3BFL2H4KMJRC7,5,24,24,N,Y
R35TOIMM9BRWF5,5,20,20,N,Y
R19PU3HM6U7PFF,3,35,36,N,Y
R2X5YUM8E9Q6AO,3,19,21,N,Y
RDLZ5JPEMM4ZE,5,25,30,N,N
R1XNKMBC4O0EZE,4,32,37,N,Y
R25N1Z427N1YBS,1,22,29,N,N
RUWXAWUOE1477,1,39,52,N,Y
RU9CCXCMV0XV4,5,20,22,N,Y
R34VPYV08K1M4R,1,26,27,N,Y
R33SE1ZCB9XWC6,1,47,52,N,Y
ROLOOB381AEFS,5,21,25,N,N
R27V6NWZKEZTOA,5,442,453,N,Y
R1GJKIWLEZTIPQ,1,20,20,N,Y
RJKIROLR11JDJ,5,22,24,N,Y
